economy,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
EDI,7.80447979127,13.56064095572,50.28198688769,70.7316063122,106.07751206349,119.87280633227,116.88750946883,121.15090848218,121.93236995262,122.95979771252,130.08129836743,147.10957921342,153.96384751011,157.29662036257,164.13974336367,168.37759499807,170.13457947483,172.0055847084,172.84782938977,174.22716249089,173.84411375643,177.08631861661,191.18166155115,203.02087185105,216.93115590377,220.40811118783,222.5400587094,224.74423824393,232.95687344068,238.18715318274,241.34307468219,244.82131631602,247.98437421957,249.22297115865,246.25022093222,,
EDX,11.6361169369,22.81229984128,94.07307197116,132.81289627134,200.93137858433,227.53429181406,221.49195923285,227.11264698219,228.87360296335,230.90335986083,244.75321722999,277.82450170288,291.13306547324,297.60364715124,310.89113151953,319.11922672761,322.53041346879,326.16321419841,327.87686072412,330.7632506541,330.3642998119,337.27693376179,364.75532393346,387.80043043276,415.09457977341,421.99205366301,426.28191484237,430.54935334135,446.37792947598,456.19406327428,462.21561161947,469.10396804196,474.96641953568,477.37855765998,472.03271379786,,
EGY,0.69967996701,0.69967996701,0.86627043535,1.54929135552,3.13657366735,3.32022966326,3.34287075872,3.37974707361,3.39401512642,3.39608594093,3.3922454122,3.40783584369,3.41693143626,3.53803135156,4.05196772147,4.62812728449,5.87914671796,6.2051107684,5.79132213988,5.74148188719,5.64495070895,5.43656538522,5.55255140614,5.63360875447,5.94393050458,6.07117416322,6.87485160063,7.08379507889,7.70160830503,10.12403714224,17.85035957142,17.82444395516,16.81978719846,15.81257552152,15.69985537165,19.1984889081,30.64799458394
EMD,89.44367990931,95.65662839413,123.64376983677,140.85746655957,169.23928605096,183.26969651527,198.83488982697,666.26934052894,2081.2083163562,663.06522122181,1123.67750012324,1546.28583325502,1074.12346537339,476.32581312436,547.90797594361,626.31021432195,645.49321895057,661.28123600117,692.05019711898,679.18264827073,673.87008639866,695.20033633138,742.24424331571,705.92115474423,714.47934862075,773.32047339461,937.11036867588,1156.50009964682,1297.83831726348,1379.42167306238,1485.01581272902,2916.42596020055,2999.26697133114,3115.01892301047,3123.75328367848,,
ERI,2.07183,2.07183,2.07183,2.07183,2.07183,2.804975,5.00441,5.46981916667,6.163765,6.357275,6.75882166667,7.3619325,8.15263333333,9.625,11.3094525,13.958195,13.87789083333,13.7875,15.36791666667,15.375,15.375,15.375,15.375,15.375,15.375,15.375,15.375,15.375,15.375,15.35,15.075,15.075,15.075,15.075,15.075,15.075,15.075
ESP,0.85783376786,0.8425660241,0.89629909189,0.77165633978,0.79383848413,0.75669897099,0.839725496,0.83172649094,0.75454563534,0.77446086914,0.88434618776,0.89866592894,0.93852901307,1.08500649599,1.11686107983,1.06072678607,0.88504757129,0.8047055012,0.80459478294,0.79669233336,0.73050689653,0.68335173036,0.71926203913,0.7550221677,0.71904440154,0.77784497035,0.75301920665,0.75369614286,0.9007476221,0.90433493697,0.88690836099,0.84676949126,0.8930961998,0.87738382839,0.84518008154,0.95094414865,0.92602955968
EST,0.85783376786,0.8425660241,0.89629909189,0.77165633978,0.79383848413,0.75669897099,0.839725496,0.83172649094,0.75454563534,0.77446086914,0.88434618776,0.89866592894,0.93852901307,1.08500649599,1.11686107983,1.06072678607,0.88504757129,0.8047055012,0.80459478294,0.79669233336,0.73050689653,0.68335173036,0.71926203913,0.7550221677,0.71904440154,0.77784497035,0.75301920665,0.75369614286,0.9007476221,0.90433493697,0.88690836099,0.84676949126,0.8930961998,0.87738382839,0.84518008154,0.95094414865,0.92602955968
ETH,2.038536,2.038536,2.038536,2.038536,2.038536,2.759902,4.92827533748,5.2281269985,5.8853368334,6.18967300725,6.4940521327,6.96373208914,7.76055795847,8.09493839011,8.335794377,8.42885985005,8.46202479296,8.63584226975,8.68748371996,8.73867160503,9.00710292992,9.63920676956,11.82479116397,14.46304613997,16.97535556183,17.78908606719,18.71782091097,19.67520750518,20.67523524524,21.83828265429,23.99809564892,27.63357949307,29.25097281877,34.94102318723,43.83253688503,51.89467262846,54.64001030277
FIN,0.85783376786,0.8425660241,0.89629909189,0.77165633978,0.79383848413,0.75669897099,0.839725496,0.83172649094,0.75454563534,0.77446086914,0.88434618776,0.89866592894,0.93852901307,1.08500649599,1.11686107983,1.06072678607,0.88504757129,0.8047055012,0.80459478294,0.79669233336,0.73050689653,0.68335173036,0.71926203913,0.7550221677,0.71904440154,0.77784497035,0.75301920665,0.75369614286,0.9007476221,0.90433493697,0.88690836099,0.84676949126,0.8930961998,0.87738382839,0.84518008154,0.95094414865,0.92602955968
FJI,1.2384847955,1.42407953704,1.47692525006,1.47451072619,1.47075056238,1.50289331252,1.54069163982,1.4634536198,1.40609791304,1.40307073603,1.44244927533,1.96987764332,1.96987531478,2.12706229898,2.2760608192,2.18106262727,1.88965949094,1.72916109574,1.68915453299,1.72958956345,1.60738381712,1.59306094828,1.95304436747,1.9180837311,1.7922292704,1.78687851663,1.83206354219,1.88355605878,2.08806016637,2.08439440017,2.06101286267,2.0806826005,2.15185132368,2.16766786016,2.06661344606,2.19262433738,2.23950833075
FRA,0.85783376786,0.8425660241,0.89629909189,0.77165633978,0.79383848413,0.75669897099,0.839725496,0.83172649094,0.75454563534,0.77446086914,0.88434618776,0.89866592894,0.93852901307,1.08500649599,1.11686107983,1.06072678607,0.88504757129,0.8047055012,0.80459478294,0.79669233336,0.73050689653,0.68335173036,0.71926203913,0.7550221677,0.71904440154,0.77784497035,0.75301920665,0.75369614286,0.9007476221,0.90433493697,0.88690836099,0.84676949126,0.8930961998,0.87738382839,0.84518008154,0.95094414865,0.92602955968
FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GAB,300.5375,297.85,319.00916666667,272.26583333333,282.10833333333,264.69416666667,283.1625,555.20583333333,499.15,511.55166666667,583.67083333333,589.9525,615.67333333333,711.83166666667,732.89916666667,696.38166666667,581.05916666667,528.12333333333,527.79,522.86,479.26416666667,448.21583333333,472.02416666667,495.31083333333,471.76583333333,510.51416666667,494.04583333333,494.41416666667,591.45,593.01416666667,582.03,555.7,585.95916666667,575.5875,554.53083333333,623.76083333333,607.031
GBR,0.6117087661,0.5621917692,0.61083127525,0.56273581172,0.56669195823,0.56963533105,0.66561925157,0.65304785375,0.63347623926,0.6405422005,0.61018369707,0.6035108152,0.61813659543,0.66066551362,0.6942540983,0.66639338418,0.6121490244,0.54579643879,0.55008482105,0.54334911127,0.49976992027,0.54560241821,0.64083739236,0.64739169757,0.62366019626,0.63087804043,0.63953665913,0.60734868277,0.65404009188,0.74070052131,0.77623035971,0.74907751949,0.78358496315,0.77949483684,0.72669646581,0.81114894824,0.80645591527
GEO,,,,,,,,1.99232595694,1.52281165694,1.256132859,1.2974321707,1.39157098755,2.01633500148,1.97440453909,2.07287253592,2.19396802536,2.13833637516,1.91467485385,1.81139840172,1.77421999577,1.66869743005,1.49051641336,1.66976015042,1.78166502368,1.68513803328,1.6506710937,1.66331386066,1.76471865628,2.27110700013,2.36681930902,2.50638236132,2.52816077692,2.81683896143,3.11269877345,3.21919226073,2.91237933998,2.6176339329
GHA,0.01272340426,0.01687234043,0.02233510638,0.02696808511,0.03056382979,0.03623404255,0.05386702128,0.09029531083,0.11959493891,0.16347937757,0.20357110444,0.23197588744,0.26747636222,0.55940663859,0.7305941778,0.79428767815,0.86161402535,0.8969589521,0.9053872514,0.91786086878,0.93675121949,1.08256824926,1.43165132693,1.4329575836,1.5465614899,1.85237275864,2.06694930752,3.0657836337,3.78638551516,3.95295774177,4.40130798642,4.67591295839,5.40613997428,5.73639006329,5.92127493909,9.00175384474,11.64372154107
GIN,428.11914586674,474.08205827325,591.25450673673,659.73001899621,753.35946625289,901.40473129201,954.85835257869,979.3811761278,-193765.901807394,997.5312284334,1077.6304981293,1229.96026569558,1337.53617800678,1668.5510728402,1920.53818007586,1969.71872641399,1980.24690314637,2303.90773809524,3579.46249258893,4965.37681700546,4518.29154882678,4571.73570597277,4966.52781918565,5612.22094547964,6938.22712642732,7109.88021088211,7002.83131736621,7024.87053125196,7431.78021412102,8398.01103225579,9119.6213558427,9075.69322239345,9251.73848403288,9620.79641418063,9840.85756579773,8792.21372302215,8592.76911621231
GMB,7.07108483631,6.70528050442,7.58003039209,7.87529945997,8.72904919322,8.89154800828,8.93188230773,9.2231936172,9.49403977665,9.80037059179,10.02055258852,10.62553473555,11.49754716223,13.04137644535,16.20914577844,19.62110791063,27.07617371385,29.51293270437,28.49581972677,28.135335788,24.9474202428,22.33445577671,26.55682455377,27.80155286561,28.39087034161,31.10708522727,33.97647492079,39.96742321193,41.07165214925,42.03145231304,45.87280576061,48.33374760601,50.36170346242,51.66005838627,51.89820735395,55.74388881478,61.92445971374
GNB,300.53641666667,297.84808333333,319.00808333333,272.26475,282.10683333333,264.69183333333,283.16258333333,555.2045,499.14825,511.55225,583.66916666667,589.95158333333,615.67366666667,711.83175,732.89975,696.38133333333,581.06116666667,528.12258333333,527.78983333333,522.86075,479.26258333333,448.215,472.02441666667,495.30966666667,471.7645,510.51425,494.04675,494.41408333333,591.4495,593.01408333333,582.02925,555.70066666667,585.95858333333,575.58591666667,554.53075,623.75958333333,607.0305
GNQ,300.5375,297.85,319.00916666667,272.26583333333,282.10833333333,264.69416666667,283.1625,555.20583333333,499.15,511.55166666667,583.67083333333,589.9525,615.67333333333,711.83166666667,732.89916666667,696.38166666667,581.05916666667,528.12333333333,527.79,522.86,479.26416666667,448.21583333333,472.02416666667,495.31083333333,471.76583333333,510.51416666667,494.04583333333,494.41416666667,591.45,593.01416666667,582.03,555.7,585.95916666667,575.5875,554.53083333333,623.76083333333,607.031
GRC,0.85783376786,0.8425660241,0.89629909189,0.77165633978,0.79383848413,0.75669897099,0.839725496,0.83172649094,0.75454563534,0.77446086914,0.88434618776,0.89866592894,0.93852901307,1.08500649599,1.11686107983,1.06072678607,0.88504757129,0.8047055012,0.80459478294,0.79669233336,0.73050689653,0.68335173036,0.71926203913,0.7550221677,0.71904440154,0.77784497035,0.75301920665,0.75369614286,0.9007476221,0.90433493697,0.88690836099,0.84676949126,0.8930961998,0.87738382839,0.84518008154,0.95094414865,0.92602955968
GRD,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7
GRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTM,2.45781910877,2.57538478947,2.76860214234,4.41007301959,4.94403094388,5.08338928735,5.59410312894,5.74389369118,5.78668767781,6.08824078989,6.04053328267,6.36829117103,7.32681668941,7.75643222285,7.83725470701,7.82346187418,7.9226046027,7.95448721375,7.64234539181,7.60498850618,7.67692448475,7.58209335278,8.14362180658,8.0601780107,7.78726608554,7.83444217485,7.86028784742,7.73499221407,7.65719153784,7.60401344209,7.35124030102,7.52297281801,7.69922152856,7.7226956557,7.73752179141,7.75239909263,7.83410528755
GUY,9.75583333333,10.0,27.15875,39.53333333333,111.81066666667,125.0025,126.73041666667,138.29025,141.98916666667,140.375,142.40083333333,150.51916666667,177.995,182.43,187.32083333333,190.665,193.87833333333,198.3075,199.875,200.18833333333,202.34666666667,203.63333333333,203.95,203.63583333333,204.0175,204.35833333333,205.39416666667,206.44916666667,206.5,206.5,206.5,207.71666666667,208.5,208.5,208.5,208.5,208.5
HIY,40.53609071226,36.36092324251,35.71325844244,37.56732449913,37.56630678591,38.19776492263,37.61790754148,36.81775027722,34.96770462225,37.50612149133,43.20706230624,57.51896975867,50.01508197889,48.14174478562,54.5731250767,53.90817479511,51.1106843823,48.50480053165,44.90510201154,43.37362688997,42.60121082026,46.13532072412,50.63154772503,46.32853863565,43.95857079569,44.61883980006,45.45220644484,45.43551093798,49.82813914746,49.60524093009,48.89735805027,47.7801668664,49.93840349564,50.59121592674,49.65513660959,56.82866630977,57.92864354752
HKG,7.79872715744,7.80665139752,7.80099008015,7.79029871934,7.77125269857,7.74105671153,7.73629250345,7.72861745561,7.73472042082,7.7340123259,7.7428393712,7.74653848814,7.75904535103,7.79215876467,7.79949256541,7.79960116773,7.78717192264,7.78867640379,7.77760533205,7.76845282718,7.80217161757,7.78630557987,7.75163774311,7.76890674525,7.78433846618,7.75706760462,7.7567197503,7.75475358868,7.75261013003,7.76225134961,7.79259445722,7.83733259029,7.83512893963,7.75611595458,7.772636704,7.83041648472,7.83111259844
HND,1.93184079744,1.93184079744,1.93184079744,2.58263924546,3.78411330333,4.9855873612,6.41333278457,8.21193752562,9.32260444899,11.48801123032,12.98702132048,13.40694469148,14.23906699134,14.82030948146,15.45809957141,16.42794135297,17.32306572479,18.20207691041,18.8231223924,18.89475378788,18.89514285714,18.89683140018,18.89244164863,18.895,18.89485442939,19.3198319021,20.10558459988,20.50080856312,21.7793580401,22.83274424457,23.48545777714,23.90335334672,24.57165472034,24.64598238832,24.06604990537,24.61195381376,24.64782386915
HRV,0.85783376786,0.8425660241,0.89629909189,0.77165633978,0.79383848413,0.75669897099,0.839725496,0.83172649094,0.75454563534,0.77446086914,0.88434618776,0.89866592894,0.93852901307,1.08500649599,1.11686107983,1.06072678607,0.88504757129,0.8047055012,0.80459478294,0.79669233336,0.73050689653,0.68335173036,0.71926203913,0.7550221677,0.71904440154,0.77784497035,0.75301920665,0.75369614286,0.9007476221,0.90433493697,0.88690836099,0.84676949126,0.8930961998,0.87738382839,0.84518008154,0.95094414865,0.92602955968
HTI,4.15912256267,4.15912256267,4.15912256267,4.15912256267,5.01936774605,8.15326659703,11.38875697783,14.32288070639,18.8611325538,15.84056130398,16.47008655078,16.91936166898,16.96641166217,21.16805374475,24.27723020108,28.72013942178,39.65248885125,36.18936076605,39.52876325365,39.62928709847,36.76051405593,39.06088146998,39.88605448507,39.79498788898,40.30666847434,41.63819543886,42.91492942782,45.0510528264,51.04290338457,63.17935279614,64.74843893729,67.51267509607,90.4874824342,94.10903103302,89.26039338951,115.66867231751,141.74791794327
HUN,46.93519981241,50.37518980517,59.02183793445,63.15821959794,74.67911755366,78.92899698675,91.93870422014,105.19988202679,125.65552732292,152.1507198695,186.71306315484,214.29371068605,237.18979421545,282.42443168486,286.55532440868,257.67809206192,224.30505080306,202.48143896261,199.6497898786,210.36837274139,183.6101333051,172.36720785495,202.05915942029,208.01321144677,201.14026508093,224.96214390802,223.5797258062,232.72605825334,279.09076657099,281.62884704862,274.33296499601,270.21120723331,290.54274153021,307.98441930171,303.03504447032,372.41190166024,353.4328914335
IDN,1640.84385444962,1682.62318743626,1766.82401091577,1839.44520402702,1946.86367233813,2029.38824189096,2085.49059617918,2158.76586125227,2243.65226566911,2327.33090846352,2879.7745953322,10193.9768178681,7854.98614169647,8404.04564903695,10256.0765480896,9319.03154605057,8573.78799485539,8933.43293886066,9707.89545454545,9164.80154965807,9140.65386943974,9693.56045627078,10405.6620937637,9086.01099818056,8774.39389233955,9387.38181112366,10448.9295227116,11866.0348900496,13388.0279486708,13307.0961786128,13380.3276464176,14234.3712652404,14144.503255772,14552.1728045204,14297.1632890761,14852.3045415334,15218.3189146328
IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND,12.94892677552,13.89426665726,16.1999131768,17.49710507246,22.69400198413,28.10749732182,31.19234180469,31.40004797588,32.41393188641,35.39530988064,36.32045787926,41.23744901656,43.0578457055,44.94066427787,47.17987779582,48.59391872686,46.57471070566,45.30095649743,44.0972717603,45.28341671843,41.35376791518,43.52440548184,48.42568881308,45.73159115417,46.66908500494,53.41422349661,58.55305200739,61.02941366094,64.13791287301,67.1851570429,65.1101154009,68.40717363908,70.43222844281,74.12083885634,73.90727546662,78.59253734864,82.52321016459
IRL,0.85783376786,0.8425660241,0.89629909189,0.77165633978,0.79383848413,0.75669897099,0.839725496,0.83172649094,0.75454563534,0.77446086914,0.88434618776,0.89866592894,0.93852901307,1.08500649599,1.11686107983,1.06072678607,0.88504757129,0.8047055012,0.80459478294,0.79669233336,0.73050689653,0.68335173036,0.71926203913,0.7550221677,0.71904440154,0.77784497035,0.75301920665,0.75369614286,0.9007476221,0.90433493697,0.88690836099,0.84676949126,0.8930961998,0.87738382839,0.84518008154,0.95094414865,0.92602955968
IRN,74.55644961009,71.65847116674,75.13448070332,71.04480206626,70.4293945264,68.39107435554,586.70987947686,1747.9710827164,2492.59069543808,3000.0,3000.0,2967.53224206349,1962.45258975626,1751.34836803595,1752.55175983437,6397.50257446358,8107.91390544647,8611.81381190689,8960.62982699668,9168.72763073279,9276.84939848799,9471.59424367903,9874.02098944413,10071.696520798,10616.7526722975,12197.6477798168,17966.6645962419,25647.802781699,28804.8010245653,32129.0625897212,36562.1171082761,38242.521753353,39922.6578344782,41547.2255925298,42000.0,42000.0,42000.0
IRQ,2002.3856,2002.3856,2002.3856,2002.3856,2002.3856,2002.3856,2002.3863,2002.38736666667,2002.3872,2002.38718333333,2002.38718333333,2002.38721666667,2002.38975833333,2002.4034,2002.4049,2002.37269166667,2026.33333333333,1453.41666666667,1472.0,1467.41666666667,1254.567225,1193.08333333333,1170.0,1170.0,1170.0,1166.16666666667,1166.0,1166.0,1167.33333333333,1182.0,1184.0,1182.75,1182.0,1192.0,1450.0,1450.0,1325.0
ISL,41.02938441572,45.62993230982,60.51085928059,61.82837537741,62.58427767351,60.73793219318,67.69555051681,69.96611985539,64.70232527919,66.53110304912,70.76866015748,70.99836015434,72.38979316456,78.84063706945,97.69442933214,91.55617360719,76.68878634168,70.16460381768,62.8768542647,69.92948030774,64.06350654056,88.08482103645,123.6709699793,122.21641406299,116.04261722818,125.14474114593,122.14980105402,116.69267746565,131.79417011946,120.88866052286,106.75819620226,108.1745372744,122.5743134058,135.3460596885,126.9500671427,135.26266616867,138.00443367222
ISR,1.5779622859,1.59179957181,1.87577213909,2.02332754329,2.26528560606,2.45864367667,2.82302538585,2.98887563994,3.0084561257,3.18564778687,3.44252539996,3.79340474544,4.13820210019,4.07827511999,4.20703549784,4.73755880545,4.54848267692,4.48044093811,4.48692006243,4.45681777793,4.1085418839,3.58564661522,3.92841793949,3.73308907554,3.57811251882,3.85406206788,3.60966988127,3.57793734472,3.88259372594,3.83954006671,3.59784502708,3.59407670089,3.56391681293,3.43849299282,3.23128106649,3.35822013458,3.69332383902
ITA,0.85783376786,0.8425660241,0.89629909189,0.77165633978,0.79383848413,0.75669897099,0.839725496,0.83172649094,0.75454563534,0.77446086914,0.88434618776,0.89866592894,0.93852901307,1.08500649599,1.11686107983,1.06072678607,0.88504757129,0.8047055012,0.80459478294,0.79669233336,0.73050689653,0.68335173036,0.71926203913,0.7550221677,0.71904440154,0.77784497035,0.75301920665,0.75369614286,0.9007476221,0.90433493697,0.88690836099,0.84676949126,0.8930961998,0.87738382839,0.84518008154,0.95094414865,0.92602955968
JAM,6.62741195351,6.62969692087,6.93902311974,7.87886650694,12.00193707612,22.86582664141,24.86493700318,32.82137556112,34.94191492801,36.92608172799,35.2404747561,36.20309442405,38.89512119565,42.41714555728,45.73702969289,48.39701087741,57.14931836376,60.68470484347,62.03004063539,65.77768948805,68.96494291126,72.88348327608,88.32628141665,87.43783167467,86.01165031919,88.53104210114,99.81910379023,110.89721476802,116.93410286875,125.17479905528,128.10737888994,129.30827075828,133.86201562677,142.19822006399,150.65896201612,153.43760357888,153.4857530206
JOR,0.36848216026,0.40749458824,0.61608696829,0.66971627244,0.67831777856,0.67470693111,0.68970968615,0.69925526617,0.70005682995,0.70933313022,0.70801799752,0.70865392198,0.71006383791,0.71044703871,0.71033369722,0.70826139579,0.70916454059,0.70913799329,0.70886869471,0.70881949973,0.70852606578,0.70842876592,0.70808378741,0.7082027417,0.70807503137,0.70811173693,0.70821391477,0.70816531621,0.70887318684,0.70883863597,0.70893562998,0.70952170149,0.70893337686,0.70912379227,0.70895013371,0.70926229296,0.70945245782
JPN,144.61510280601,128.16672258297,138.0019940633,144.82155650449,134.5139625996,126.7324488205,111.21023211149,102.19980507717,94.05986682038,108.79413244244,121.06162134544,130.76254056089,113.7487823499,107.80143072809,121.51118966842,125.2377839968,115.92716608633,108.15111511858,110.14541019669,116.38244953416,117.77861426376,103.38735078267,93.6071326385,87.7637622812,79.73742177207,79.8482595442,97.60915221313,105.89477301744,121.00423590222,108.79590040937,112.11026484398,110.34010433005,108.98974591411,106.77069043698,109.7863045086,131.43637096509,140.22951566763
KAZ,,,,,,,5.11440765117,34.66546623311,61.00108279221,67.27179772753,75.44886381282,78.29197618203,119.66409015484,142.19085730363,146.78712186304,153.28286631846,149.18638187778,135.98255949244,132.89276603771,126.037783738,122.5395452428,120.32329285087,147.66198184485,147.36472767269,146.65440027605,149.15083418031,152.20290760085,179.48117257199,222.9021651816,342.0505437171,326.22162317164,345.05025852613,383.06338193268,413.6707524233,426.20557836125,461.17673907554,456.47680242403
KEN,16.71079550773,18.02323515995,20.51143524531,22.8536358382,27.37110290796,32.10446990871,63.13228609856,55.9248065437,51.33269811469,56.50295191825,58.88012709392,60.34298560136,70.33253476536,76.18742685394,78.54582965525,78.73015268367,75.95248825209,79.1915107833,75.50261484409,72.05159643014,67.29843141822,69.19999000094,77.23745108696,79.16911254627,88.80095401217,84.47028659263,86.10866279252,87.94806645649,98.19211739786,101.53422203044,103.41189469114,101.27345268968,102.0063659185,106.50650757576,109.63606067664,117.89304155295,138.62022732719
KGZ,,,,,,,6.03816477481,10.92689836636,10.81717021143,12.76528721088,17.36849779929,20.7208895902,38.90442021195,47.72159346083,48.44009880678,46.93957678454,43.92108755817,42.63870286022,41.01982904276,40.15542662142,37.24074498165,36.61710711933,42.86516273762,45.85971107033,46.13171124443,47.00380247428,48.43565724638,53.56522034083,64.41165853039,70.28926332374,68.88948823763,68.83090341108,70.78185881486,77.33169103849,84.51930600898,84.44283200326,87.61150012191
KHM,286.04864864865,275.8,265.55135135135,426.25,718.33333333333,1266.58333333333,2689.0,2545.25,2450.83333333333,2624.08333333333,2946.25,3744.41666666667,3807.83333333333,3840.75,3916.33333333333,3912.08333333333,3973.33333333333,4016.25,4092.5,4103.25,4056.16666666667,4054.16666666667,4139.33333333333,4184.91666666667,4058.5,4033.0,4027.25,4037.5,4067.75,4058.7,4050.6,4051.18333333333,4061.15833333333,4092.79166666667,4098.70833333333,4102.04166666667,4110.16
KIR,1.42818,1.27990833333,1.26459666667,1.28105666667,1.28375583333,1.36164833333,1.47056,1.36775083333,1.3490325,1.27786333333,1.34738,1.59182833333,1.54995,1.72482666667,1.9334425,1.8405625,1.54191416667,1.3597525,1.30947333333,1.32797333333,1.1950725,1.19217833333,1.28218916667,1.09015916667,0.96946333333,0.96580083333,1.03584333333,1.1093625,1.33109,1.345215,1.30475916667,1.33841166667,1.43850583333,1.45308416667,1.331225,1.441665,1.50255
KNA,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7
KOR,826.46126411632,734.82395852939,674.34910612335,710.43276287722,736.48146252902,782.80864530397,802.47854558787,801.40424328691,768.64885469603,801.47431018257,948.99981342932,1398.07401170086,1188.28445498463,1131.49854789353,1289.60394631878,1249.95501854727,1191.87333297258,1145.44595782358,1024.08700430548,954.67641437669,929.22664457463,1100.65757885532,1277.01313184641,1156.35644362099,1108.05384955141,1126.38597028515,1094.61500210176,1053.02238878694,1131.54462297096,1160.47493290649,1130.91125316777,1100.45445708012,1165.64861602437,1179.60564080636,1144.41119710302,1291.33381019041,1307.01450627683
KWT,0.27752245906,0.28098549156,0.29452234848,0.29090329459,0.28780520343,0.29420203746,0.30275073405,0.29833616052,0.29861651531,0.29952419929,0.30343588054,0.3047970293,0.30440449213,0.30687325663,0.30661809947,0.30401818731,0.29811967109,0.294946278,0.292,0.29008695652,0.28420546615,0.26891380419,0.28834813429,0.28692461494,0.2763796576,0.28012336251,0.28390132929,0.28469573295,0.30097769472,0.30233296866,0.30344064584,0.30213102728,0.30386517936,0.30927988369,0.30537849044,0.3100425388,0.31078608348
LAC,,,,,48.8522809349,53.47258878495,61.56633628278,65.44497639065,71.70608174303,80.75300588366,88.16409286297,109.31015497816,132.41142068939,154.73569624311,171.95186987777,196.90749207369,224.91258748964,207.4736643208,191.20525876866,189.75703725584,168.88550631781,157.72534301199,174.61141159739,157.18804460147,149.89495998553,148.95516383452,152.46351749154,162.43968200273,212.25666002856,235.17909293831,229.39954999789,232.73892760036,258.37710231186,290.41663761607,297.1260193975,333.68766526511,358.01528897714
LAO,187.5,400.375,591.5,707.75,702.08333333333,716.08333333333,716.25,717.66666666667,804.69083333333,921.02166666667,1259.97916666667,3298.33333333333,7102.025,7887.64333333333,8954.58333333333,10056.3333333333,10569.0375,10585.375,10655.1666666667,10153.6240833333,9602.72883333333,8740.1815,8511.35108333333,8254.16291666667,8029.26258333333,8006.582,7833.23008333333,8042.42158333333,8127.61066666667,8124.36683333333,8244.84325,8401.33475,8679.40916666667,9045.78783333333,9697.91583333333,14035.22675,17160.2608888889
LAP,28.01785947759,32.5951043334,41.58001071288,51.26170252033,61.14364735837,65.78269690652,75.64621543103,79.98045489968,84.708884538,93.79418912429,100.98102843913,122.41704160207,146.03831722086,168.07826243005,188.39184662171,214.0244964666,240.03700715328,220.19761292905,202.84355881345,200.16124002293,180.49579329755,170.20858411529,187.47544195719,169.09793579959,161.13513854344,160.39872216439,164.06518163756,176.77062419841,226.68262526221,248.92444002372,242.26947852807,245.088401802,271.67450364993,305.39328926001,310.12683543947,349.08151212456,369.89682384189
LBN,224.83652617745,409.66703991272,497.21960918077,695.83149178636,929.21880676045,1714.62001974758,1742.25193717891,1680.08020175926,1620.91157240459,1571.87710560575,1539.36255252803,1515.65455387336,1505.05312472552,1510.78335507246,1511.83427720528,1513.13237695276,1510.52794701675,1514.26803567507,1508.40894496204,1507.49644802058,1512.20053598877,1507.52027417027,1502.15982534977,1501.14429634074,1505.84214975845,1504.1336176203,1507.31296074095,1509.87093646088,1504.58047146365,1512.19567942625,1510.45562953011,1512.01221068083,1511.29089280225,1512.21764402566,1512.58941591118,1511.89932639281,13805.2827171468
LBR,46.4387,46.4387,46.4387,46.4387,46.4387,46.4387,46.4387,46.4387,49.83833333333,46.8375,50.57,41.5075,41.9025,40.9025,48.59190833333,61.75416666667,59.37883333333,54.90583333333,57.09583333333,58.01333333333,61.272225,63.2075,68.28666666667,71.40333333333,72.22666666667,73.514775,77.52,83.8925,86.18836666667,94.42724166667,112.70666666667,144.055575,186.42974166667,191.51796666667,166.15369166667,152.93375,160.94036
LBY,0.29702866667,0.28576625,0.29960166667,0.28317725,0.28072825,0.28155341667,0.30437025,0.34836808333,0.41814491667,0.43679975,0.46086625,0.46757433333,0.46381075,0.51218966667,0.60506425,1.27067908333,1.29294408333,1.30496616667,1.30838483333,1.31357175,1.26264491667,1.22356233333,1.25353466667,1.26678941667,1.22415241667,1.26165966667,1.27169183333,1.27240208333,1.38120991667,1.39036858333,1.39382,1.36496666667,1.39826291667,1.38866675,4.514425,4.813175,4.793575
