economy,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
BOL,2.03922689076,2.33237268241,2.67121835401,3.14852821128,3.55338482059,3.87086087768,4.24858806701,4.61534333239,4.80664508884,5.08350911679,5.25210065674,5.51542041533,5.79055455173,6.14992400715,6.60826228355,7.1693280801,7.64719649915,7.93650925089,8.0601762391,7.99758094532,7.84644663796,7.23426161459,7.03345357143,7.02202166071,6.95458131784,6.92259169725,6.91711794184,6.9112897343,6.90119024833,6.90637767326,6.91380889328,6.91038219697,6.90534808489,6.90194354139,6.90379038862,6.89152361699,6.9095251463
BRA,,,,0.0002,0.00035,0.00178729845,0.03209136081,0.63829492675,0.91686423944,1.0047338925,1.07767740919,1.16015927991,1.81431326071,1.82996878647,2.35097079726,2.92188249184,3.0772885399,2.92627783973,2.4352807822,2.17513643265,1.94745050936,1.83602697315,1.99948972881,1.76020648802,1.67446615221,1.95415879525,2.15873205345,2.35427277041,3.33169432039,3.48671460269,3.19025544806,3.65412729965,3.94461107504,5.1575865942,5.39608728041,5.16522384834,5.00271770785
BRB,2.002,2.002,2.002,2.002,2.002,2.002,2.00147107843,2.00519097665,2.01033822111,2.01038224638,2.011,2.01103427128,1.9861119824,1.98447968034,1.98951923741,1.9901031746,1.98998188406,1.99070683544,1.99201500251,1.99832124428,2.0,2.0,2.0,1.99998412698,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.00410394525,2.00156467901,2.01949459659,2.00246959541,2.0,2.0
BRN,2.0911304442,1.99823195063,1.93650372742,1.79975006187,1.71536609131,1.61747803761,1.61153407682,1.53123925434,1.41756820613,1.40988635187,1.47868953981,1.67143838462,1.69253759803,1.72442519763,1.79193416384,1.79183736197,1.74188049909,1.69013770547,1.66453439519,1.58863683575,1.50680884779,1.41482334917,1.45424719164,1.36315544419,1.25741026178,1.24934211368,1.25120067288,1.26719825271,1.37420236448,1.38139081694,1.380618817,1.34482033461,1.36629770924,1.37980404315,1.34340283503,1.3788184414,1.34449532645
BTN,12.94892677552,13.89426665726,16.1999131768,17.49710507246,22.69400198413,28.10749732182,31.19234180469,31.40004797588,32.41393188641,35.39530988064,36.32045787926,41.23744901656,43.0578457055,44.94066427787,47.17987779582,48.59391872686,46.57471070566,45.30095649743,44.0972717603,45.28341671843,41.35376791518,43.52440548184,48.42568881308,45.73159115417,46.66908500494,53.41422349661,58.55305200739,61.02941366094,64.13791287301,67.1851570429,65.1101154009,68.40717363908,70.43228124177,74.12077125878,73.90720745185,78.59241514759,82.52331426222
BWA,1.66450296813,1.81283074061,1.99753409416,1.84443941041,2.00414332987,2.09276841822,2.40651774934,2.67181538028,2.76606264931,3.31256260675,3.63511293178,4.21387774362,4.61168226402,5.09860130956,5.83752599419,6.32005451203,4.94809427983,4.68626451271,5.10346420953,5.82355291323,6.15198688294,6.8376913872,7.15078894823,6.78887123624,6.83840180541,7.61435602339,8.39333657443,8.97230658496,10.12241445168,10.89610106043,10.33466022196,10.18683028696,10.76214826319,11.44758746923,11.08097509934,12.3611530858,13.32387974846
CAF,301.3367444117,298.64209731905,319.85753432042,272.98989254654,282.85856752677,265.39808991591,284.58611653179,545.21111878372,498.45254169804,511.25691203965,583.29230519481,589.50964651562,615.26760891916,711.77879120044,732.5576131517,696.67250202203,582.04753166839,528.54641716388,528.18466908762,523.31068679262,479.45439214584,448.41696350147,471.63906778264,495.36707298137,472.3986767716,511.11102073374,495.17589826605,496.02062817304,592.68566373917,595.77255348883,588.85159613924,569.71669293732,591.07009885697,576.41494269167,554.47311514524,623.82027902472,607.46816939194
CAN,1.32634319123,1.23119647563,1.18433091709,1.1670172172,1.14618008266,1.20881941151,1.29028534256,1.36595211666,1.37221255098,1.36353833208,1.38486574205,1.48337465964,1.48533977822,1.4850900229,1.54883062849,1.57006475312,1.40042862319,1.30120740009,1.21161895116,1.13445746518,1.07431199181,1.06682344877,1.14120406079,1.0305446358,0.98913498337,0.99954340768,1.03016701016,1.10470561673,1.27892111295,1.32508414976,1.2981737246,1.29661636013,1.32703404542,1.34154679442,1.25349397861,1.30159677403,1.35044197867
CHE,1.49172384325,1.46348046458,1.63557297666,1.39010186179,1.43414671639,1.406816451,1.47784196703,1.3670484723,1.18165724324,1.23624394332,1.45041015277,1.44996446923,1.50199378725,1.68818555038,1.68718277888,1.55610329459,1.34477703275,1.24252264728,1.24606687449,1.25333487829,1.20007534114,1.08251450295,1.08558535275,1.04284307124,0.88747309587,0.93751877235,0.92674513693,0.91529111691,0.962246391,0.985667934,0.98438601667,0.9770333778,0.99356440688,0.93895911208,0.91391123502,0.95494242895,0.90229900501
CHL,219.66592189914,244.75797666102,265.11222917059,303.50030284209,345.24984818684,352.82470523559,404.39047826087,420.19794207604,396.81015227586,412.27047168894,419.24101595144,460.18174885501,509.07497659044,539.60390582847,635.20082773386,689.32977829538,690.57700490934,609.19510281385,559.599209345,530.42142944978,522.19811635376,523.30970549439,559.1741256666,510.14395258486,483.64782417341,486.27205234801,495.46366375714,570.72507644771,654.35474233584,676.79763754891,648.50438129016,642.17290609773,703.14615420117,792.19086827514,759.9125350137,873.18087885846,837.60117395154
CHN,3.731,3.731,3.77080537518,4.79474036797,5.33496693801,5.5281200687,5.78943477477,8.61002142465,8.35131628239,8.31423109041,8.28985641508,8.27908977037,8.27834202585,8.27849208231,8.27714915459,8.2770189888,8.27709841427,8.27692533252,8.19366632944,7.97237547839,7.60621614985,6.95010967674,6.83150556497,6.76909044561,6.46455861174,6.30862898786,6.1486866342,6.16150771771,6.28535870257,6.64506707454,6.75744643311,6.6138529072,6.90992268257,6.9021179638,6.44979725359,6.72963951772,7.07994871216
CIV,301.3367444117,298.64209731905,319.85753432042,272.98989254654,282.85856752677,265.39808991591,284.58611653179,545.21111878372,498.45254169804,511.25691203965,583.29230519481,589.50964651562,615.26760891916,711.77879120044,732.5576131517,696.67250202203,582.04753166839,528.54641716388,528.18466908762,523.31068679262,479.45439214584,448.41696350147,471.63906778264,495.36707298137,472.3986767716,511.11102073374,495.17589826605,496.02062817304,592.68566373917,595.77255348883,588.85159613924,569.71669293732,591.07009885697,576.41494269167,554.47311514524,623.82027902472,607.46816939194
CMR,300.5375,297.85,319.00916666667,272.26583333333,282.10833333333,264.69416666667,283.1625,555.20583333333,499.15,511.55166666667,583.67083333333,589.9525,615.67333333333,711.83166666667,732.89916666667,696.38166666667,581.05916666667,528.12333333333,527.79,522.86,479.26416666667,448.21583333333,472.02416666667,495.31083333333,471.76583333333,510.51416666667,494.04583333333,494.41416666667,591.45,593.01416666667,582.03,555.7,585.95916666667,575.5875,554.53083333333,623.76083333333,607.031
COD,110.16828173291,109.18312261913,116.93945597044,99.80471333166,103.41268675579,97.0291611742,124.66899945396,0.02567981882,0.1687897092,1.33859573315,3.82813320908,4.10566833143,4.3495700983,19.88583838384,196.36306417278,342.21793187896,400.83428757148,400.00485444507,476.35797728841,464.81039117887,555.3865628333,559.38142131486,804.55503820111,905.82217965603,919.25595004235,919.25553566017,919.80516355716,922.38698500533,921.12306264223,968.26019707949,1460.48070314783,1616.42831435473,1646.88279584431,1847.09155205236,1974.78103634416,2000.98452516312,2251.2547185064
COG,,,,,,,,0.02,0.07083333333,0.50166666667,1.31416666667,1.6075,4.01833333333,21.81833333333,206.6175,346.485,405.17916666667,399.47666666667,473.90916666667,468.27833333333,516.74916666667,559.2925,809.78583333333,905.9125,919.49166666667,919.75416666667,919.56833333333,925.22583333333,925.98583333333,1010.30333333333,1464.41916666667,1622.525,1647.76,1851.1225,1989.39166666667,2005.052,
COL,242.44229900632,298.97064137308,382.30747515809,501.91971544715,626.72759993225,680.00367595373,786.23825475249,826.35130459878,912.58874985884,1035.93435970732,1140.79770058504,1425.41739470011,1758.15718837443,2090.22292819499,2299.94379647406,2507.97021021551,2876.9128840266,2627.44423230755,2321.30402663279,2359.01354757984,2077.04864482559,1968.0538480692,2156.61930041094,1898.36737763243,1848.01657404009,1796.7399086831,1869.27270036546,2002.47938623816,2746.20729231759,3050.63213367441,2949.53747481413,2958.20210591108,3281.51537848203,3693.1739012838,3745.91486702951,4261.5539909734,4354.63255803518
COM,300.32928038798,297.64278203482,318.78800571248,272.07691116005,281.91227656612,264.5090802753,282.96713938818,416.11469456272,374.10147451732,383.39820782953,436.1262167554,444.56267080699,455.67879238033,531.36613722212,549.78585498842,520.08425458898,433.4964137385,395.98249721055,395.97410836862,392.1064169439,359.44117896433,336.31166640159,353.94528876655,371.40277525449,353.83316263646,382.71335164769,370.49117948821,370.83963205345,443.17566950747,444.9461091647,436.33644097463,416.57911291541,439.51738488142,486.82968760195,415.65419560473,467.875997323,455.60132066861
CPV,72.46583333333,72.0675,77.97808333333,70.03133333333,71.40833333333,68.01758333333,80.4266,81.89083333333,76.85333333333,82.59146666667,93.17666666667,98.1575,102.7,115.87655,123.21333333333,117.25583333333,97.7875,88.74791666667,88.64616666667,87.92605833333,80.61501666667,75.33600833333,80.035425,83.278675,79.27689166667,86.31895,83.0725,83.0345,99.38569166667,99.68811666667,97.80694166667,93.413575,98.49518333333,96.79573333333,93.21809166667,105.53079166667,101.91166666667
CRI,62.90371870568,75.95865606249,81.66963795248,91.76516558661,122.68085581811,134.77927280662,142.46016058999,156.23298148237,179.67844992628,207.85217274845,232.63544992735,256.63564013191,283.95838819484,307.12070588651,328.9421351363,359.65963762626,398.32199641602,438.28414882521,478.03005274013,511.41310007293,516.61280041094,526.6287113605,573.16227066472,525.52655226959,505.69989954671,503.05472568856,500.15889892716,538.72671746973,534.77237399617,544.2768935847,567.52740575901,577.82124415584,587.91271004298,584.88976368107,621.53526763886,646.8994805234,544.69026934377
CUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP,0.85783376786,0.8425660241,0.89629909189,0.77165633978,0.79383848413,0.75669897099,0.839725496,0.83172649094,0.75454563534,0.77446086914,0.88434618776,0.89866592894,0.93852901307,1.08500649599,1.11686107983,1.06072678607,0.88504757129,0.8047055012,0.80459478294,0.79669233336,0.73050689653,0.68335173036,0.71926203913,0.7550221677,0.71904440154,0.77784497035,0.75301920665,0.75369614286,0.9007476221,0.90433493697,0.88690836099,0.84676949126,0.8930961998,0.87738382839,0.84518008154,0.95094414865,0.92602955968
CZE,,,,,,,29.05688545906,28.71848151703,26.45388618169,27.14368139626,31.68027817068,32.25831158087,34.61785119204,38.61618011717,38.01378627659,32.70899441386,28.19233442813,25.68241516171,23.96242561249,22.57845876388,20.28993749216,17.06849667247,19.05547767112,19.09571814104,17.68667425419,19.55426962953,19.5570390426,20.75613785056,24.57543681821,24.44888772411,23.37119688746,21.72001883614,22.92571044255,23.20945788945,21.67475291776,23.3567511842,22.19184183109
DEU,0.85783376786,0.8425660241,0.89629909189,0.77165633978,0.79383848413,0.75669897099,0.839725496,0.83172649094,0.75454563534,0.77446086914,0.88434618776,0.89866592894,0.93852901307,1.08500649599,1.11686107983,1.06072678607,0.88504757129,0.8047055012,0.80459478294,0.79669233336,0.73050689653,0.68335173036,0.71926203913,0.7550221677,0.71904440154,0.77784497035,0.75301920665,0.75369614286,0.9007476221,0.90433493697,0.88690836099,0.84676949126,0.8930961998,0.87738382839,0.84518008154,0.95094414865,0.92602955968
DEV,97.66990861856,104.34876290399,135.59053382314,154.48592307074,185.89578616841,201.58145510203,218.39311123335,743.80475240465,2335.20107192959,739.96104911668,1257.65715014461,1732.30242006409,1200.60041203767,527.65907236918,607.10414548447,694.8669333295,716.63529206495,735.42725253142,770.610315359,756.38857678469,750.69005804693,774.75890659008,827.06437727034,786.67047058405,796.63353210614,862.62121787443,1046.72640148719,1292.60151888189,1450.33204974174,1541.76575312892,1660.88593798534,1746.10235072991,1795.1351076562,1863.70746845815,1869.34806821847,,
DJI,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721
DMA,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7
DNK,6.84633765136,6.73799938829,7.31489722222,6.18979871071,6.39577413028,6.04107323624,6.48516743914,6.35459773825,5.60294261717,5.79641240197,6.60451906644,6.70189905499,6.97960682367,8.08799561139,8.32371821397,7.8830683865,6.577046467,5.98738453949,5.99660498384,5.94310041094,5.44295868154,5.0949007513,5.35605555085,5.6229558716,5.35756273919,5.79028352077,5.6162532891,5.61876244353,6.7187612942,6.73351439337,6.59764963875,6.31160049117,6.66817472434,6.54118646951,6.28626566441,7.07495340752,6.89989387738
DOM,4.00777608667,6.37168737333,6.608816,8.88677272,13.10913553333,13.03,12.96029270212,13.08502321978,13.72334294981,13.7886428493,14.17362433771,15.17375960498,15.91855185002,15.95211887548,16.30078403993,17.83980423411,29.18296575264,40.38535502541,29.38621441511,33.14111327561,33.03499172627,34.47004747004,35.95777859731,36.86915051917,38.08611664784,39.28090882427,41.74452949918,43.46704683246,44.9276031637,45.98533631612,47.43667136219,49.55805578847,51.38826567147,56.64922999561,57.09200508148,54.96664753317,55.84753033855
DZA,4.01427635094,4.89582942418,6.29783148908,7.41439778391,15.29055160939,18.07437292431,20.1539378037,35.04934376693,47.18998238142,54.50889501057,57.61362561713,58.7507749393,66.13413284554,73.93433251067,75.09136503741,78.19056492775,76.66542763583,72.05360072699,72.56235621118,71.66775304481,69.3878750549,64.95113876812,72.51425366318,73.81721077859,72.98398914298,77.81852195244,79.65374356923,80.58261451785,100.35444920585,109.44124575241,110.92537228138,116.59070565523,119.39453895359,126.73677922405,134.98509362452,142.10684130121,135.92029512709
EAA,122.63029782359,135.9254103619,216.1345235253,261.22791428448,337.91116884725,365.18445457097,360.82935097411,374.24868772878,381.14644444527,387.66928726809,440.31977571846,991.44784826194,843.20865764913,887.59818067135,1032.11089026456,975.91954581886,928.52094340009,958.46319067815,1015.47863821612,978.77746644124,977.61824961236,1022.03703736343,1098.26821712706,1029.76307062767,1036.08819864636,1086.52228758964,1165.73561057493,1269.94013844633,1392.55916634425,1396.16752067125,1409.06454901692,1475.55306996475,1474.29285148204,1503.1053884332,1479.8263447209,1533.53506361056,1570.9247821996
EAP,122.79878106972,136.11260666625,216.43391818183,261.59052925581,338.38108556485,365.6926292681,361.33144664585,374.76965247179,381.6772093913,388.20918023623,440.93316458614,992.83130539587,844.38488438881,888.83640816852,1033.55101562602,977.28113002533,929.81634617323,959.80051746477,1016.89569396772,980.14332932101,978.98260657497,1023.4636091315,1099.80128570312,1031.20051365521,1037.53463040845,1088.03922473191,1167.36326531408,1271.71342240443,1394.50369113171,1398.11707897796,1411.03213518702,1477.61364031125,1476.35163034183,1505.20442105532,1481.89289000622,1535.67663068773,1573.1186590654
ECA,,,,,,,1.74475914012,6.16785991735,9.80593900188,38.47424127992,48.31040897028,58.03802691857,71.79223742649,78.21408649477,84.2488171424,106.37108601646,115.24584569708,113.66831132975,117.32278070458,120.68798544454,119.80467479268,121.28287746022,141.79791347056,147.22106709782,152.87228620073,165.17797040113,177.64136685493,201.04161237797,248.74792972655,292.59683059699,398.42691227223,567.86640725175,614.38832193464,692.27134889259,726.36683400584,755.0698967235,808.86201356341
ECH,,,,,,,5.24215920802,8.94131813429,12.55257355187,36.02547105013,45.0809441377,53.74172037552,65.45032581587,72.19647636157,77.08369706673,90.02025994721,93.68576009696,91.095014382,93.22435326792,96.16198031874,93.65239727515,93.80917137249,109.79556003818,113.82315297784,117.1285774876,127.09863195114,135.33406301858,151.65434248459,186.99902776557,216.6458135807,287.13538595233,400.51867713192,433.19089400336,486.64708278663,509.17819862391,533.30330372837,568.0605019565
ECU,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EDE,,206.14382676607,220.17268085682,231.76487087875,248.2520025411,259.78466612802,299.5214630565,1294.8537128393,4289.9554348543,1287.78729046821,2266.91075343482,3174.95571553393,2153.6773130878,875.18610273892,1027.93259780628,1190.57653720047,1228.26267233645,1260.5098676558,1328.80021189531,1297.75323008461,1285.93368117736,1328.57400960618,1416.40973629417,1320.72711108587,1321.60834774348,1446.43657256495,1798.18467842085,2270.81105923031,2570.91496511248,2741.7705100765,2971.69227659633,3141.18267258316,3235.59160719345,3373.0520651627,3389.28306901224,3462.76745984581,3529.62320215305
